Latitude,Longitude,Confiança
-9.152212257388598,-67.40966590178807,1.0
-10.673798366549557,-68.4771497196985,1.0
-8.664825136959289,-68.26030725282254,1.0
-8.323814833675698,-69.29138721742135,1.0
-8.951892610469061,-69.63155934007114,1.0
-10.564190650964756,-69.5593058902839,1.0
-9.830000917719861,-69.11089126069302,1.0
-9.832916327343197,-68.00403173825892,1.0
-8.846694195822012,-68.31011550930754,1.0
-8.498456541918333,-68.43916750712998,1.0
-9.728704462771962,-69.93488786633853,1.0
-8.878321607922999,-68.50260048596432,1.0
-9.8094419564399,-69.73993312488214,1.0
-8.989624709509627,-67.29452557541656,1.0
-10.792951680069724,-68.75352204196275,1.0
-9.255807465382006,-68.10284871870061,1.0
-10.881814062757757,-67.37026981423831,1.0
-10.295374803337486,-67.3923889698954,1.0
-9.597109621701339,-67.00351042011822,1.0
-10.030076684121102,-68.2223996559183,1.0
-9.055611136098838,-68.02119020727493,1.0
-8.12619941039754,-67.97903864544337,1.0
-8.537759339534174,-68.74396250163866,1.0
-10.3710128067947,-69.21672377688002,1.0
-10.041373579418055,-67.98097417537556,1.0
-9.899534423242711,-67.96626989650399,1.0
-9.879585450520198,-69.61211079504733,1.0
-9.12700934752307,-69.75506287533285,1.0
-9.371968653607492,-67.20884576735006,1.0
-8.571139492366584,-68.61856348722073,1.0
-9.114339944263973,-68.94047755293097,1.0
-10.10551331162061,-68.78832915011928,1.0
-8.341110255470706,-68.76838640906789,1.0
-9.228316315124385,-69.30103916626729,1.0
-9.258021740716142,-67.73898442121818,1.0
-9.632967881475608,-69.37129028503917,1.0
-10.89094939996639,-69.29189749071135,1.0
-8.01977376363477,-68.82194442411026,1.0
-9.05254067916315,-68.80092939930879,1.0
-10.457564212047513,-69.98185980838534,1.0
-9.198860880917174,-67.9214068699494,1.0
-9.99409061032158,-69.86667450473537,1.0
-8.390290821079525,-68.80513050969371,1.0
-9.640677629802596,-69.24321506857007,1.0
-10.364482144911777,-69.9994138233539,1.0
-9.00206689861928,-67.43491051431114,1.0
-10.740305856850737,-67.74362921610012,1.0
-10.096018390012373,-68.95299352774644,1.0
-9.627800989894466,-67.70510676713648,1.0
-9.925530174643358,-68.28440617038358,1.0
-8.129300531607829,-69.88603887892847,1.0
-10.050717514559008,-69.45119627505832,1.0
-8.14604112511186,-68.23899642967895,1.0
-10.637454278922064,-69.89242926410347,1.0
-10.156522944575805,-67.51708176308196,1.0
-8.298453763959886,-68.89229940904269,1.0
-8.207498820682241,-68.57456200671858,1.0
-10.572351957157133,-69.88780221895705,1.0
-8.817212991535563,-68.12086280695713,1.0
-9.948759794054114,-69.80504727903316,1.0
-10.488232139893249,-69.32062996609743,1.0
-9.716180068671395,-68.51312397341061,1.0
-10.321079155252868,-69.7339149784578,1.0
-10.586591767942055,-68.04215301084756,1.0
-9.51398753992453,-69.50125153691071,1.0
-9.56593512134183,-69.0585989176356,1.0
-10.333087906237761,-68.42469928958954,1.0
-8.981258111058022,-68.72136509107197,1.0
-8.26071990355725,-69.61827538289621,1.0
-9.044994701843981,-67.64928722455208,1.0
-9.945751447868098,-68.0817371529501,1.0
-10.73880869179141,-68.9154961125438,1.0
-10.403656520469998,-69.02217950285235,1.0
-9.859516178554255,-69.3955269042337,1.0
-10.97333091420557,-68.76429786600009,1.0
-9.030343585361067,-68.03601593556205,1.0
-9.957824146156112,-67.77464275751562,1.0
-9.993254434693677,-69.97674706749784,1.0
-8.607040486845,-69.27719069377059,1.0
-10.866038094085365,-69.24952478229828,1.0
-8.737702123377074,-68.63012809644226,1.0
-8.757165248029466,-67.98476839004411,1.0
-8.430007605034216,-67.68811550347833,1.0
-8.337260463408803,-67.13089914198913,1.0
-10.725983474358216,-69.56672432061994,1.0
-9.646380025337027,-67.40960811727324,1.0
-9.463441290469591,-67.59696533656297,1.0
-8.842635737501833,-68.62688798898424,1.0
-10.565000495631127,-68.09622967532523,1.0
-8.048428332618904,-69.25166592379583,1.0
-10.444631611015033,-68.23523827675315,1.0
-8.693805010143125,-69.98155244784415,1.0
-9.11786807037808,-67.79495851232508,1.0
-9.500675715945604,-67.55009183991211,1.0
-8.820889379154707,-68.99497283759801,1.0
-9.85961322357388,-68.25771673561988,1.0
-9.563206781778169,-67.73757449668935,1.0
-8.627255071253249,-67.71720027177929,1.0
-10.166269691206136,-67.81024678573571,1.0
-10.096769931646008,-69.855306803301,1.0
-9.551228414964458,-69.80788843837965,1.0
-9.814873309092206,-67.17741008207214,1.0
-10.22124758942602,-68.7923148239994,1.0
-9.734817668017577,-68.85406722903817,1.0
-9.581001932693978,-69.99981771800036,1.0
-9.5446283317072,-68.82749706854797,1.0
-8.872045311104433,-67.77870018946153,1.0
-9.43878890678862,-69.52603592665292,1.0
-8.403009428505605,-67.74226848300478,1.0
-10.833823628420326,-69.22912413048984,1.0
-9.027314251432454,-67.14609237139939,1.0
-8.739160919188546,-69.33823501391458,1.0
-8.988140016397757,-68.39055686675525,1.0
-9.898761182995653,-69.12094188368313,1.0
-10.506153700076018,-68.43941649719775,1.0
-10.338580143130136,-67.05211544456469,1.0
-9.968554346975836,-67.9290624324279,1.0
-8.246880776678605,-69.16614801001263,1.0
-8.364700871638064,-68.1039340529295,1.0
-8.68427541113864,-68.16831895270789,1.0
-10.63992757059344,-67.91068163775374,1.0
-10.944948173787356,-68.68560614967699,1.0
-8.286272216294865,-67.31320781856813,1.0
-8.93471571825551,-68.78178661566147,1.0
-8.89437300365197,-68.47932497113935,1.0
-10.69321851883381,-67.52210142419366,1.0
-10.443002511942364,-67.51361266298653,1.0
-8.029123059162654,-68.10252618361564,1.0
-10.822977200979908,-69.42972364116966,1.0
-10.55308059170624,-68.09500617930011,1.0
-10.244718016703619,-69.06663520914022,1.0
-9.609782859301086,-69.551901244901,1.0
-10.149459455449096,-68.78722555813363,1.0
-9.977643419421089,-68.01395550442567,1.0
-9.641363630595892,-69.20982750774434,1.0
-9.150088318220991,-67.65753796603768,1.0
-9.435016361305752,-67.43049286695428,1.0
-10.79855091847702,-68.03137530516872,1.0
-9.589859040432193,-69.83044239993532,1.0
-8.941736426375241,-69.97237476913915,1.0
-8.06813279204971,-67.65583029040735,1.0
-9.112915966607936,-69.82571774534732,1.0
-8.268597434652257,-67.93348715226237,1.0
-9.222431096456852,-67.01265921327331,1.0
-10.904294020956282,-69.36923325442224,1.0
-9.554564853364479,-68.23639322665743,1.0
-9.694437253892056,-69.88678652951874,1.0
-9.285457974989303,-69.1119026031375,1.0
-9.46995100644876,-69.28642802712251,1.0
-8.446849789224661,-68.53225275824235,1.0
-10.1239479182021,-67.33856599694528,1.0
-9.799999344669516,-67.04373146502829,1.0
-8.113803026322588,-67.76978896515233,1.0
-10.018609927625445,-69.46488924849497,1.0
-8.411133165487918,-68.85791157137054,1.0
-10.245476073138045,-69.73660055965989,1.0
-9.816229172594369,-69.50215137199066,1.0
-9.294565658102968,-68.51745463104598,1.0
-9.034928966570691,-67.46816006726115,1.0
-10.385126174751548,-68.1306109712288,1.0
-8.22312092241049,-68.96756369934361,1.0
-10.858473388256751,-68.48812357670998,1.0
-10.151547330671093,-69.3302829258987,1.0
-9.284818258134138,-69.88035251732194,1.0
-8.821670133125071,-69.39034560333103,1.0
-10.260841715233246,-67.00762173848717,1.0
-9.092959005643184,-69.16289293820621,1.0
-9.327819004796773,-67.38815230141066,1.0
-8.44870774551992,-67.35066637749378,1.0
-9.186187771662203,-68.41709066959564,1.0
-8.530809994855296,-67.93783799239216,1.0
-8.98256397890092,-69.12442791129075,1.0
-8.740650677212804,-68.86371751319676,1.0
-9.717892226312587,-69.13594164874614,1.0
-8.272329711699978,-69.07328554145872,1.0
-10.426600382547663,-67.14269353164858,1.0
-10.102733769307001,-68.20145732716531,1.0
-9.201440203927667,-68.85439161705715,1.0
-8.052876304630807,-69.14608280951846,1.0
-9.776564348805998,-67.6901488992955,1.0
-8.786703323066202,-68.71410049326018,1.0
-9.925330503191631,-67.93874376229176,1.0
-9.353083059498683,-67.34580319313449,1.0
-8.840143437056017,-67.55596724810766,1.0
-9.353584585644064,-68.79428040203705,1.0
